dimension,group,channel,term,estimate,std_error,ci_low,ci_high,p_value,scenario_percent_change,scenario_ci_low,scenario_ci_high,scenario_unit,n,vcov,q_value_bh
sector,Education,recent,VG,0.008089344066620508,0.041096683456987276,-0.07596281113295457,0.0921414992661956,0.8453281900432486,-6.74939185644033,-31.20476545634341,26.399393458358666,percent change in conditional geometric mean of (1 + funding hours),34056,country + week two-way CRV1,0.8453281900432486
sector,Clean Energy,current,CH,0.02571551045029573,0.022280029582615376,-0.019852266479662758,0.07128328738025422,0.2578432944971296,43.99237159430249,21.984152433142338,69.97128449710362,percent change in conditional geometric mean of (1 + funding hours),21078,country + week two-way CRV1,0.36098061229598144
sector,Clean Energy,recent,VG,0.06405098087701531,0.03183137949362043,-0.0010515000133122648,0.12915346176734288,0.05357001079139789,-26.874726486683347,-42.92178760267626,-6.31616860782956,percent change in conditional geometric mean of (1 + funding hours),21078,country + week two-way CRV1,0.09458580317724347
sector,Transportation,current,CH,0.573318229080783,0.23299102220229947,0.09929443024184631,1.0473420279197196,0.01926966827594101,31.84980656482968,-37.55903445078464,178.41291911927294,percent change in conditional geometric mean of (1 + funding hours),16718,country + week two-way CRV1,0.05395507117263482
sector,Transportation,recent,VG,-0.8496448253714216,0.2845835251712332,-1.4286343607343543,-0.27065529000848887,0.005299845331789399,-61.312557678785154,-80.16012909263924,-24.560084067783393,percent change in conditional geometric mean of (1 + funding hours),16718,country + week two-way CRV1,0.030194517262503884
sector,Reuse & Recycle,current,CH,0.09364540260987608,0.12410353462357156,-0.159145225106132,0.34643603032588416,0.4560217417617034,0.15824829360457127,-37.326548417931214,60.06258548098633,percent change in conditional geometric mean of (1 + funding hours),15348,country + week two-way CRV1,0.532025365388654
sector,Reuse & Recycle,recent,VG,-0.2178778165805324,0.15476547679918637,-0.5331247766892959,0.09736914352823106,0.1688330806659557,-18.61025007526889,-56.67683577259947,52.90414518292763,percent change in conditional geometric mean of (1 + funding hours),15348,country + week two-way CRV1,0.23636631293233798
sector,Health,current,CH,0.05340098290715398,0.03865697713492473,-0.02499900051622532,0.1318009663305333,0.17566848035645943,-2.568783772657607,-14.487289430180017,11.010887531022295,percent change in conditional geometric mean of (1 + funding hours),14615,country + week two-way CRV1,0.307419840623804
sector,Health,recent,VG,0.24692149758960358,0.13657538792234566,-0.030066227337283535,0.5239092225164907,0.07897506202553783,9.768601421479222,-12.634899749350442,37.9171525409883,percent change in conditional geometric mean of (1 + funding hours),14615,country + week two-way CRV1,0.12285009648416996
sector,Arts,current,CH,0.16103331385137382,0.04065400537052133,0.07822381476695288,0.24384281293579474,0.00039067018391514274,10.07136644988295,-11.667360236815835,37.16000953470971,percent change in conditional geometric mean of (1 + funding hours),13505,country + week two-way CRV1,0.002734691287405999
sector,Arts,recent,VG,-0.15540936369147737,0.245106228756399,-0.6546744137351457,0.343855686352191,0.530555532254914,-34.299857560620055,-59.555198644324406,6.7259220436022575,percent change in conditional geometric mean of (1 + funding hours),13505,country + week two-way CRV1,0.5713674962745228
sector,Construction,current,CH,-0.5129873533887538,0.20605529458061034,-0.9304950382352294,-0.09547966854227818,0.01741120214486358,-62.91543291149784,-84.1448816935948,-13.260494840581929,percent change in conditional geometric mean of (1 + funding hours),9073,country + week two-way CRV1,0.05395507117263482
sector,Construction,recent,VG,0.8047714897323862,0.2812807572453752,0.2348425394066863,1.3747004400580862,0.006905142913332218,305.1447496251811,85.01047146541755,787.2052854561391,percent change in conditional geometric mean of (1 + funding hours),9073,country + week two-way CRV1,0.030194517262503884
